"company_name_ja","company_name_en","description","description_en","hiring_url","num_of_employees","sales","foreign_engineers","logo_url","company_url"
"CADDi","CADDi","「モノづくり産業のポテンシャルを解放する」をミッションに製造業AIデータプラットフォームを提供。図面データ活用クラウド「CADDi Drawer」は手書き含む図面をAIがデータベース化しGoogle検索のように図面検索が可能。2024年7月に2サービスを統合し製造業AIデータプラットフォームに転進。累計資金調達217億円で日本・米国・ベトナム・タイの4カ国に展開。Rust/TypeScript採用。","Provides manufacturing AI data platform with mission ""Unleashing the potential of the manufacturing industry."" Drawing data utilization cloud ""CADDi Drawer"" uses AI to database drawings including handwritten ones, enabling Google-like drawing searches. Pivoted to manufacturing AI data platform by integrating two services in July 2024. Raised 21.7 billion yen cumulatively, operating in 4 countries: Japan, US, Vietnam, and Thailand. Uses Rust/TypeScript.","https://caddi.com/careers/","600+","-1","TRUE","https://logo.clearbit.com/caddi.jp","https://caddi.com/"
"ANDPAD","ANDPAD","「幸せを築く人を幸せに。」をミッションに掲げる建設DXプラットフォーム。利用社数20万社・累計ユーザー47.5万人で施工管理アプリ業界シェアNo.1。現場の効率化から経営改善まで一元管理するクラウド型サービスでNETIS登録済。2024年には「日本スタートアップ大賞2023」国土交通大臣賞を受賞。ベトナムにも子会社を設立し東南アジア展開も視野に入れる。2024年問題対策として業界をリード。","Construction DX platform with mission ""Making those who build happiness, happy."" #1 construction management app market share with 200,000 companies and 475,000 cumulative users. NETIS-registered cloud service for unified management from site efficiency to business improvement. Won Minister of Land, Infrastructure, Transport and Tourism Award at ""Japan Startup Grand Prix 2023"" in 2024. Established Vietnam subsidiary with Southeast Asian expansion in view. Leading industry in addressing 2024 logistics problem.","https://andpad.co.jp/recruit/","600+","-1","FALSE","https://logo.clearbit.com/andpad.co.jp","https://andpad.co.jp/"
"Hacobu","Hacobu","「持続可能な物流インフラを創る」をビジョンにクラウド物流管理ソリューション「MOVO」シリーズを展開。トラック予約受付「MOVO Berth」は5年連続シェアNo.1で利用事業所3万2000超・登録ドライバー60万人突破。物流2024年問題対策として荷待ち・荷役時間の削減を支援。LIXIL・YKK AP・日本製紙・キリンなど大手企業が導入。累計資金調達56億円で設立10周年を迎える。","Offers cloud logistics management solution ""MOVO"" series with vision ""Creating sustainable logistics infrastructure."" Truck reservation service ""MOVO Berth"" holds #1 share for 5 consecutive years with over 32,000 business locations and 600,000 registered drivers. Supports reduction of waiting and loading/unloading time to address 2024 logistics problem. Adopted by major companies including LIXIL, YKK AP, Nippon Paper, and Kirin. Raised 5.6 billion yen cumulatively, celebrating 10th anniversary.","https://career.hacobu.jp/","200+","-1","FALSE","https://logo.clearbit.com/hacobu.jp","https://hacobu.jp/"
"ラクスル","Raksul","「仕組みを変えれば世界はもっと良くなる」をビジョンに印刷・物流・広告のシェアリングプラットフォームを展開。印刷機や運送会社の遊休資産を活用し低価格を実現。印刷・集客支援「ラクスル」・マーケティング「ノバセル」・物流「ハコベル」の3事業を運営。2024年売上高511億円で法人向け「ラクスル エンタープライズ」導入3000社超。「ダンボールワン」は7年連続国内シェアNo.1。","Operates sharing platforms for printing, logistics, and advertising with vision ""Changing systems makes the world better."" Achieves low prices by utilizing idle assets of printing presses and logistics companies. Runs three businesses: printing/customer acquisition ""Raksul,"" marketing ""Novasell,"" and logistics ""Hacobell."" FY2024 revenue of 51.1 billion yen with ""Raksul Enterprise"" adopted by over 3,000 companies. ""Danball One"" holds #1 domestic share for 7 consecutive years.","https://recruit.raksul.com/","500+","40000000000","TRUE","https://logo.clearbit.com/raksul.com","https://corp.raksul.com/"
"LayerX","LayerX","「すべての経済活動をデジタル化する。」をミッションに支出管理SaaS「バクラク」を提供。経費精算・稟議申請・請求書受取・法人カードなど経理業務を一本化。2024年には勤怠管理にも進出。生成AIプラットフォーム「Ai Workforce」でLLM活用を推進。三井物産との合弁でデジタルアセットマネジメント事業も展開。シリーズA累計102億円を調達し急成長中。ブロックチェーンからピボットした経緯を持つ。","Provides spend management SaaS ""Bakuraku"" with mission ""Digitizing all economic activities."" Unifies accounting operations including expense management, approval workflows, invoice receipt, and corporate cards. Expanded into attendance management in 2024. Promotes LLM utilization through generative AI platform ""AI Workforce."" Also operates digital asset management business as joint venture with Mitsui. Raised cumulative 10.2 billion yen in Series A with rapid growth. Has history of pivoting from blockchain.","https://jobs.layerx.co.jp/","300+","-1","TRUE","https://logo.clearbit.com/layerx.co.jp","https://layerx.co.jp/"
"SpiderPlus","SpiderPlus","2021年に建設DX銘柄史上初の上場を果たした建築・設備業向け図面・現場管理アプリ。iPad/iPhoneで図面への書き込みや写真・検査記録を管理。建築・電気工事・空調衛生業者を中心に2000社以上・74000人が導入し14年以上の開発実績。図面・資料・写真を現場ではiPadで事務所ではPCで共有可能。一人あたり月数十時間の労働時間削減を実現し2024年問題対策に貢献。","Drawing and site management app for construction and facilities, first construction DX stock to go public in 2021. Manages drawing annotations, photos, and inspection records on iPad/iPhone. Over 2,000 companies and 74,000 users primarily in construction, electrical, and HVAC industries with 14+ years development track record. Enables sharing drawings, documents, and photos on iPad at sites and PC at offices. Achieves dozens of hours monthly labor reduction per person, contributing to 2024 problem solutions.","https://spiderplus.co.jp/recruit/","200+","3000000000","FALSE","https://logo.clearbit.com/spiderplus.co.jp","https://spiderplus.co.jp/"
"Photoruction","Photoruction","「建設の世界を限りなくスマートにする」をミッションに建設業向け生産支援クラウドを提供。写真管理・図面管理・工程管理など施工管理の業務プロセスを効率化し10倍超の生産性向上を実現。大手ゼネコンをはじめ30万超の建設プロジェクトで導入される国内最大規模のサービス。2024年9月に国交省NETISで「令和6年度活用促進技術」に選定。リソース管理クラウド「Photoruction Site」も展開。","Provides construction productivity support cloud with mission ""Making the construction world infinitely smart."" Streamlines construction management processes including photo, drawing, and schedule management, achieving over 10x productivity improvement. Japan's largest service deployed in over 300,000 construction projects including major general contractors. Selected as ""FY2024 Promoted Utilization Technology"" by MLIT NETIS in September 2024. Also offers resource management cloud ""Photoruction Site.""","https://corporate.photoruction.com/careers/","100+","-1","FALSE","https://logo.clearbit.com/photoruction.com","https://photoruction.com/"
"Astroscale","Astroscale","持続可能な宇宙環境（スペースサステナビリティ）に専業で取り組む世界初の民間企業。デブリ除去・寿命延長・故障機の観測点検など軌道上サービスを開発。2024年6月に東証グロース市場へ上場。商業デブリ除去実証衛星「ADRAS-J」は世界初のデブリ周回観測に成功。日本・英国・米国・イスラエルにグローバル拠点を持ち次世代への持続可能な軌道継承を目指す。","World's first private company dedicated to sustainable space environment (space sustainability). Develops on-orbit services including debris removal, life extension, and defunct satellite inspection. Listed on TSE Growth Market in June 2024. Commercial debris removal demonstration satellite ""ADRAS-J"" achieved world's first debris proximity observation. Global presence in Japan, UK, US, and Israel, aiming for sustainable orbital inheritance for future generations.","https://astroscale.com/careers/","500+","-1","TRUE","https://logo.clearbit.com/astroscale.com","https://astroscale.com/"
"Estie","Estie","「産業の真価をさらに拓く。」をパーパスに商業用不動産業界のデータ流通課題をデジタルで解決。オフィス・物流・賃貸住宅・J-REITなど複数のデータ分析基盤プロダクトを提供。2024年10月にシリーズBで28億円を調達しM&AやAI技術への投資を加速。日本政策投資銀行・グローバル・ブレイン・東大エッジキャピタルなどが出資。不動産AI Labでデータ・AI活用の研究も推進。","Digitally solves data distribution challenges in commercial real estate industry with purpose ""Further unlocking the true value of industries."" Provides multiple data analytics platform products for office, logistics, rental housing, and J-REITs. Raised 2.8 billion yen in Series B in October 2024 to accelerate M&A and AI technology investment. Backed by Development Bank of Japan, Global Brain, UTokyo Edge Capital, and others. Also advances data and AI utilization research at Real Estate AI Lab.","https://www.estie.jp/careers/","100+","-1","FALSE","https://logo.clearbit.com/estie.jp","https://www.estie.jp/"
"10X","10X","小売チェーン向けネットスーパープラットフォーム「Stailer」を運営。2025年に「小売DXプラットフォーム」へとブランドリニューアルし事業領域を拡大。イトーヨーカドーなど全国13社に導入され数百億円規模の流通総額に成長。GMV成長率56.7%と市場平均の約10%を大幅に上回る。AIによる商品検索タグ自動生成や発注・プライシング最適化機能を提供。モバイルアプリからサーバーサイドまでDart/Flutterのフルスタック開発体制を採用。2025年にシリーズBで21億円を調達。","Operates online grocery platform ""Stailer"" for retail chains. Rebranded to ""Retail DX Platform"" in 2025 to expand business scope. Deployed by 13 companies nationwide including Ito-Yokado, growing to hundreds of billions of yen in GMV. GMV growth rate of 56.7% significantly exceeds market average of approximately 10%. Provides AI-powered product search tag auto-generation and order/pricing optimization features. Adopts Dart/Flutter full-stack development from mobile apps to server-side. Raised 2.1 billion yen in Series B in 2025.","https://10x.co.jp/recruit/","100+","-1","FALSE","https://logo.clearbit.com/10x.co.jp","https://10x.co.jp/"
"Ubie","Ubie","AI問診「ユビーAI問診」と生活者向け症状検索エンジン「ユビー」を展開する医療DXスタートアップ。AI問診は全国47都道府県1700以上の医療機関に導入され第三回日本サービス大賞で厚生労働大臣賞を受賞。症状検索エンジンは月間1200万人が利用し世界で1300万人超のユーザーを持つ。2024年にGoogleから出資を受け米国展開を加速。ニューヨーク拠点で400万人超のユーザーを獲得しMayo Clinicとの提携で医療機関向けソリューションも開発中。累計資金調達額は1億2500万ドル超。","Healthcare DX startup offering AI-powered medical interview ""Ubie AI Monshin"" and consumer symptom search engine ""Ubie."" AI interview deployed in over 1,700 medical institutions across all 47 prefectures, winning Minister of Health, Labour and Welfare Award at 3rd Japan Service Awards. Symptom search engine used by 12 million monthly users with over 13 million users worldwide. Received Google investment in 2024 to accelerate US expansion. Acquired over 4 million users from New York base, developing healthcare institution solutions in partnership with Mayo Clinic. Cumulative funding exceeds $125 million.","https://recruit.ubie.life/","200+","-1","TRUE","https://logo.clearbit.com/ubie.app","https://ubie.life/"
"KAKEHASHI","KAKEHASHI","「医療をつなぎ医療を照らす」をミッションに調剤薬局向けSaaS「Musubi」を提供。電子薬歴・在庫管理・患者支援を一元化する薬局体験アシスタントとして全国14000店舗超（日本の薬局の20%超）に導入。ウエルシア薬局・イオン薬局など大手チェーンも採用。2025年シリーズDで140億円を調達しゴールドマン・サックスがリード投資。生成AIによる薬歴作成支援やWeb問診機能を順次リリース。ドメイン駆動設計（DDD）を実践し複雑な医療ドメインをモデル化。","Provides pharmacy SaaS ""Musubi"" for dispensing pharmacies with mission ""Connecting and illuminating healthcare."" Deployed as pharmacy experience assistant unifying electronic medication records, inventory management, and patient support in over 14,000 stores nationwide (over 20% of Japanese pharmacies). Adopted by major chains including Welcia and AEON Pharmacy. Raised 14 billion yen in Series D 2025 with Goldman Sachs as lead investor. Sequentially releasing generative AI medication record support and web interview features. Practices Domain-Driven Design (DDD) to model complex healthcare domains.","https://hrmos.co/pages/kakehashi/jobs","300+","-1","FALSE","https://logo.clearbit.com/kakehashi.life","https://kakehashi.life/"
"Medley","Medley","医療プラットフォーム事業と人材プラットフォーム事業を展開する医療ヘルスケアDXリーダー。オンライン診療システム「CLINICSオンライン診療」を中核に電子カルテ「MALL」・歯科向け「Dentis」・かかりつけ薬局支援「Pharms」を提供。2025年に「MEDLEY AI CLOUD」へブランドリニューアルしAIアシスト機能でカルテ作成工数を11%以上削減。医療介護求人「ジョブメドレー」は国内最大規模。2029年に売上高1000億円・社員4000人規模を目指す中期経営計画を発表。","Healthcare DX leader operating medical platform and talent platform businesses. Provides online medical consultation system ""CLINICS Online Medical Care"" as core, along with electronic medical records ""MALL,"" dental ""Dentis,"" and family pharmacy support ""Pharms."" Rebranded to ""MEDLEY AI CLOUD"" in 2025, reducing medical record creation workload by over 11% with AI assist features. Healthcare job site ""Job Medley"" is Japan's largest scale. Announced medium-term plan targeting 100 billion yen revenue and 4,000 employees by 2029.","https://www.medley.jp/recruit/","1000+","20000000000","FALSE","https://logo.clearbit.com/medley.jp","https://www.medley.jp/"
"CureApp","CureApp","「ソフトウェアで治療を再創造する」をミッションにデジタルセラピューティクス（DTx）を開発する治療アプリのパイオニア。国内で薬事承認・保険適用された治療アプリは「CureApp SCニコチン依存症治療アプリ」（2020年）と「CureApp HT高血圧治療補助アプリ」（2022年）の2製品。2025年2月に減酒治療補助アプリが国内初のアルコール依存症治療用アプリとして薬事承認を取得。高血圧治療補助アプリは2024年度グッドデザイン賞を受賞。医薬品・医療機器に続く「第三の治療法」として市場を牽引。","Pioneer in therapeutic apps developing Digital Therapeutics (DTx) with mission ""Reinventing treatment with software."" Two products have received regulatory approval and insurance coverage in Japan: ""CureApp SC Nicotine Addiction Treatment App"" (2020) and ""CureApp HT Hypertension Treatment Support App"" (2022). In February 2025, alcohol reduction treatment support app received Japan's first regulatory approval as alcohol dependency treatment app. Hypertension treatment support app won Good Design Award 2024. Leading market as ""third treatment method"" following pharmaceuticals and medical devices.","https://cureapp.co.jp/recruit.html","100+","-1","FALSE","https://logo.clearbit.com/cureapp.co.jp","https://cureapp.co.jp/"
"Micin","Micin","オンライン診療サービス「curon（クロン）」を運営し登録医療機関数は国内最大規模の6000件超。予約から診察・処方・決済・薬の配送までをオンラインで完結し月間利用者の8割がリピート。2024年に日本調剤との連携を拡大しオンライン服薬指導や処方箋送信・薬局店頭受取が可能に。通院専用キャッシュレス決済「クロンスマートパス」は1500以上の医療機関に導入。薬局向け「クロンお薬サポート」でオンライン服薬指導を支援。デジタルセラピューティクス・保険事業まで幅広く展開。","Operates online medical consultation service ""curon"" with Japan's largest scale of over 6,000 registered medical institutions. Completes reservation to consultation, prescription, payment, and medication delivery online with 80% of monthly users being repeat customers. Expanded partnership with Nihon Chouzai in 2024 enabling online medication guidance, prescription transmission, and pharmacy pickup. Hospital-dedicated cashless payment ""Curon SmartPass"" deployed in over 1,500 medical institutions. Supports online medication guidance for pharmacies with ""Curon Medication Support."" Broadly expands into digital therapeutics and insurance businesses.","https://recruit.micin.jp/","100+","-1","FALSE","https://logo.clearbit.com/micin.jp","https://micin.jp/"
"LegalOn Technologies","LegalOn Technologies","AI法務プラットフォーム「LegalOn Cloud」を開発・運営し2025年3月末時点でグローバル有償導入7000社超・ARR100億円を突破した日本最大のリーガルテックユニコーン企業。契約審査・締結後の契約管理・法務相談案件管理・法令リサーチまで法務業務全般をAIで支援。2025年夏には法務担当者に代わり初期対応を行う「マターマネジメントエージェント」を提供開始。累計資金調達額約286億円でゴールドマン・サックス等が出資。米国・英国展開でグローバル売上は前年比4倍を達成。","Develops and operates AI legal platform ""LegalOn Cloud,"" Japan's largest legal tech unicorn with over 7,000 global paid implementations and ARR exceeding 10 billion yen as of end of March 2025. Supports entire legal operations with AI from contract review to post-signing contract management, legal consultation case management, and regulatory research. Launching ""Matter Management Agent"" in summer 2025 to handle initial responses on behalf of legal staff. Cumulative funding of approximately 28.6 billion yen with Goldman Sachs among investors. Achieved 4x YoY global revenue through US and UK expansion.","https://legalontech.jp/recruit/","500+","-1","TRUE","https://logo.clearbit.com/legalforce.co.jp","https://legalforce.co.jp/"
"Kaminashi","Kaminashi","「ノンデスクワーカーの才能を解き放つ」をミッションに現場DXプラットフォーム「カミナシ」を提供。工場・店舗など約3900万人のノンデスクワーカーの業務をノーコードでアプリ化しペーパーレス化・業務効率化を実現。導入現場7000拠点超で月間100万枚以上の紙帳票をデジタル化。2024年度には14言語対応の「カミナシ従業員」をリリースし外国人労働者とのコミュニケーション課題を解決。シリーズBで累計44億円を資金調達。製造・食品・ホテル・飲食・交通など30以上の業種で導入。","Provides frontline DX platform ""Kaminashi"" with mission ""Unleashing the talent of non-desk workers."" Converts operations for approximately 39 million non-desk workers in factories and stores into no-code apps, achieving paperless operations and efficiency. Digitizes over 1 million paper forms monthly across 7,000+ deployed locations. Released 14-language ""Kaminashi Employee"" in FY2024 to solve communication challenges with foreign workers. Raised cumulative 4.4 billion yen in Series B. Deployed across 30+ industries including manufacturing, food, hotels, restaurants, and transportation.","https://careers.kaminashi.jp/","100+","-1","FALSE","https://logo.clearbit.com/kaminashi.jp","https://kaminashi.jp/"
"hacomono","hacomono","「ウェルネス産業を新次元へ。」をミッションに会員管理・予約・決済・POSシステムをオールインワンで提供するウェルネス特化型基幹業務統合プラットフォーム。フィットネスクラブ・公共運動施設・運動スクールなど8000店舗超・累計920万ユーザーが導入し業界最大規模。2024年にリリースした「hacomono決済」はGMV160億円に到達しNRR136%を記録。シリーズDで46億円を調達し累計資金調達額120億円。ARRはT2D3超の成長を継続しチャーンレート0.4%未満の低水準を維持。","Wellness-specialized integrated business platform providing all-in-one member management, reservations, payments, and POS systems with mission ""Taking the wellness industry to new dimensions."" Industry's largest scale with over 8,000 stores and cumulative 9.2 million users including fitness clubs, public sports facilities, and sports schools. ""hacomono Payment"" released in 2024 reached 16 billion yen GMV with 136% NRR. Raised 4.6 billion yen in Series D with cumulative funding of 12 billion yen. Maintains beyond T2D3 ARR growth with churn rate under 0.4%.","https://www.hacomono.co.jp/recruit/","200+","-1","FALSE","https://logo.clearbit.com/hacomono.jp","https://www.hacomono.jp/"
"Timee","Timee","スキマバイト・スポットワーク市場のリーディングカンパニー。累計登録ワーカー1000万人・登録事業所33.5万拠点で国内No.1のスキマバイトプラットフォームを運営。履歴書・面接不要で即日勤務可能・勤務終了後すぐ報酬受取可能な仕組みで人手不足解消と柔軟な働き方を両立。2024年のスポットワーク市場規模は1216億円で2年前から3倍超に拡大。2024年7月に東証グロース上場し時価総額1569億円の大型上場を達成。第3四半期累計売上高248億円（前年比30.5%増）と大幅増収増益を継続。","Leading company in gig work and spot work market. Operates Japan's #1 gig work platform with 10 million cumulative registered workers and 335,000 registered business locations. Enables same-day work without resume or interview and immediate payment after shift completion, addressing labor shortages while enabling flexible work styles. 2024 spot work market size reached 121.6 billion yen, tripling from two years prior. Listed on TSE Growth in July 2024 with major IPO achieving 156.9 billion yen market cap. Q3 cumulative revenue of 24.8 billion yen (YoY +30.5%) with continued significant revenue and profit growth.","https://corp.timee.co.jp/recruit/","1000+","16000000000","FALSE","https://logo.clearbit.com/timee.co.jp","https://timee.co.jp/"
"Safie","Safie","クラウド録画サービス国内シェア55.3%でNo.1の映像プラットフォーム「Safie」を開発・運営。従来の防犯カメラと比べ1/10以下のコストを実現しパソコン・スマートフォンでいつでもどこでもインターネット経由で映像確認が可能。2024年通期売上高150億円（前期比27.4%増）・ARR119億円・課金カメラ台数29.3万台に到達。2025年売上高予想184億円で調整後営業利益黒字化を見込む。2024年には360度全方位撮影の屋外向け「Safie GO 360」を発表。AIと映像データを組み合わせ産業の現場DXを推進。","Develops and operates video platform ""Safie"" with #1 domestic cloud recording service market share at 55.3%. Achieves less than 1/10 the cost of traditional security cameras with video access anytime, anywhere via PC or smartphone over internet. FY2024 full-year revenue of 15 billion yen (YoY +27.4%), ARR of 11.9 billion yen, and 293,000 paid cameras. FY2025 revenue forecast of 18.4 billion yen with adjusted operating profit profitability expected. Announced outdoor 360-degree ""Safie GO 360"" in 2024. Promotes industrial frontline DX combining AI and video data.","https://safie.co.jp/recruit/","400+","12000000000","FALSE","https://logo.clearbit.com/safie.link","https://safie.link/"
"PKSHA Technology","PKSHA Technology","東京大学発AIスタートアップで2017年9月東証マザーズ上場（現プライム）。自然言語処理・画像認識・機械学習/深層学習技術を活用しAI SaaS・アルゴリズムソリューションを提供。主力製品「PKSHA ChatAgent」は深層学習と日本語固有NLP技術で5000万人超の会話ログを分析し高精度な意図理解を実現しAIチャットボット市場シェアNo.1。3000社以上に導入。2024年にはマイクロソフトと共同で世界初のRetentive Network活用日英LLMを開発。2025年6月期売上高154億円（前年比125.1%）と高成長を継続。","AI startup spun out from University of Tokyo, listed on TSE Mothers in September 2017 (now Prime). Provides AI SaaS and algorithm solutions utilizing NLP, image recognition, and machine/deep learning technologies. Flagship product ""PKSHA ChatAgent"" analyzes over 50 million conversation logs with deep learning and Japanese-specific NLP technology to achieve high-precision intent understanding, holding #1 AI chatbot market share. Deployed in over 3,000 companies. Developed world's first Japanese-English LLM utilizing Retentive Network jointly with Microsoft in 2024. FY2025 June revenue of 15.4 billion yen (YoY +125.1%) with continued high growth.","https://www.pkshatech.com/recruitment/","300+","14000000000","TRUE","https://logo.clearbit.com/pkshatech.com","https://www.pkshatech.com/"
"ABEJA","ABEJA","2012年設立のAI・DXプラットフォーム企業。ミッションクリティカル業務へのAI導入を支援する「ABEJA Platform」を開発・運用し300社以上のDXを支援。製造業・インフラ・物流・小売など幅広い業界に対応し生成AIをはじめとする最先端技術を活用可能なデジタル版EMSとして事業展開。2024年にはNEDOの競争力ある生成AI基盤モデル（GENIAC）事業に採択されミッションクリティカル業務向けLLMとAIエージェントを開発。三菱商事・ヒューリック・SOMPOホールディングスと資本業務提携を締結。","AI/DX platform company founded in 2012. Develops and operates ""ABEJA Platform"" to support AI adoption in mission-critical operations, assisting DX for over 300 companies. Serves diverse industries including manufacturing, infrastructure, logistics, and retail as a digital EMS leveraging cutting-edge technologies including generative AI. Selected for NEDO's competitive generative AI foundation model (GENIAC) project in 2024, developing LLMs and AI agents for mission-critical operations. Established capital and business alliances with Mitsubishi Corporation, Hulic, and SOMPO Holdings.","https://careers.abejainc.com/","100+","3000000000","FALSE","https://logo.clearbit.com/abejainc.com","https://abejainc.com/"
"ExaWizards","ExaWizards","「AIを用いた社会課題解決」をミッションに掲げる総合AIソリューション企業。年間300件以上のAI・DXプロジェクトを実施しAIプラットフォーム「exaBase」を中核に多様な産業でAI活用を推進。2024年には健康・医療領域特化の新会社「ExaMD」を設立し認知症診断ソフトウェアの開発に着手。介護領域では生成AI活用の事務効率化サービス「CareWiz タクスト」を提供開始し全国約1000箇所の介護事業所が利用。「exaBase 生成AI」が法人向け生成AI導入ソリューション市場シェア1位を獲得。","Comprehensive AI solution company with mission ""Solving social issues through AI."" Executes over 300 AI/DX projects annually, promoting AI adoption across diverse industries with AI platform ""exaBase"" as core. Established new company ""ExaMD"" specializing in health/medical domain in 2024, beginning dementia diagnostic software development. In nursing care, launched generative AI administrative efficiency service ""CareWiz Taksto"" used by approximately 1,000 care facilities nationwide. ""exaBase Generative AI"" captured #1 market share in enterprise generative AI adoption solutions.","https://exawizards.com/recruit/","400+","8000000000","TRUE","https://logo.clearbit.com/exawizards.com","https://exawizards.com/"
"Cinnamon AI","Cinnamon AI","2016年設立のAIスタートアップ。非構造化データを対象としたAIプロダクト事業とAIコンサルティング事業を展開。主力製品は事前学習不要で非定型帳票を自動読み取り可能なAI-OCRプラットフォーム「Flax Scanner HUB」、複雑な非構造ドキュメントを解析する生成AI「Super RAG」、全文AI-OCR「ぜんぶよむもん」など。ベトナム（ハノイ・ホーチミン）と台湾に人工知能研究所を構えグローバル開発体制を確立。2024年にはFinTech Globalの「AIFinTech100」に国内企業で唯一2年連続選出。住友生命・第一生命など大手企業に導入実績。","AI startup founded in 2016. Operates AI product business targeting unstructured data and AI consulting business. Flagship products include AI-OCR platform ""Flax Scanner HUB"" that auto-reads non-standard forms without pre-training, generative AI ""Super RAG"" for analyzing complex unstructured documents, and full-text AI-OCR ""Zenbu Yomunon."" Established global development structure with AI research labs in Vietnam (Hanoi, Ho Chi Minh) and Taiwan. Only Japanese company selected for FinTech Global's ""AIFinTech100"" for 2 consecutive years in 2024. Deployed at major companies including Sumitomo Life and Dai-ichi Life.","https://cinnamon.ai/recruit/","200+","-1","TRUE","https://logo.clearbit.com/cinnamon.ai","https://cinnamon.ai/"
"Heros","HEROZ","2009年設立のAI技術企業。2013年に開発した将棋AIがプロ棋士に勝利して注目を集めディープラーニングを含む機械学習技術を金融・建設・エンターテイメントなど多様な業種のエンタープライズ向けに展開。竹中工務店・コーエーテクモゲームス・バンダイナムコエンターテインメントなど大手企業と業務提携。2024年にはエーアイスクエア・ティファナ・ドットコムをグループ会社化。生成AIを活用したエンタープライズ向けAIアシスタントSaaS「HEROZ ASK」を正式リリース。2025年には世界最高レベルの「Claude Opus4.5」に対応。","AI technology company founded in 2009. Gained attention when shogi AI developed in 2013 defeated professional players, now deploying machine learning technologies including deep learning for enterprises across finance, construction, entertainment, and more. Business partnerships with major companies including Takenaka Corporation, Koei Tecmo Games, and Bandai Namco Entertainment. Made AI Square and Tifana.com group companies in 2024. Officially released enterprise AI assistant SaaS ""HEROZ ASK"" utilizing generative AI. Added support for world-leading ""Claude Opus 4.5"" in 2025.","https://heroz.co.jp/recruit/","100+","2000000000","FALSE","https://logo.clearbit.com/heroz.co.jp","https://heroz.co.jp/"
"Stockmark","Stockmark","「価値創造の仕組みを再発明し人類を前進させる」をミッションに掲げるAI企業。市場及び技術情報プラットフォーム「Anews」を提供しWeb上のビジネスニュース・プレスリリースなど7年分のオープン情報を蓄積。2024年2月に経産省とNEDOの「GENIAC」に採択され産総研との共同研究でハルシネーションを大幅抑止した1000億パラメータ規模の独自LLM「Stockmark-LLM-100b」をフルスクラッチ開発しオープンソースで公開。パナソニックと協業し同社固有データを取り込んだ専用LLMを開発。","AI company with mission ""Reinventing value creation mechanisms to advance humanity."" Provides market and technology information platform ""Anews"" accumulating 7 years of open information including business news and press releases from the web. Selected for METI and NEDO's ""GENIAC"" in February 2024, developed proprietary 100-billion parameter LLM ""Stockmark-LLM-100b"" from scratch with significantly reduced hallucination through joint research with AIST, released as open source. Collaborating with Panasonic to develop dedicated LLM incorporating their proprietary data.","https://stockmark.co.jp/recruit/","100+","-1","FALSE","https://logo.clearbit.com/stockmark.co.jp","https://stockmark.co.jp/"
"Gitai","Gitai","宇宙作業用ロボット開発のディープテック企業。「宇宙運用コストを100倍削減」を目標に軌道上サービス用ロボット衛星・月面ロボットローバー・インチワーム型ロボットアームなど最先端技術を開発。2024年3月にはISS船外でのデュアルロボットアームシステム技術実証に成功しNASAの技術成熟度レベル7を達成。2024年12月にSpaceXのFalcon 9で自社開発衛星SC1を打ち上げ「完全成功」を達成。2024年11月にシリーズBエクステンションで総額6050万ドルを調達。JAXAからNASAアルテミス計画の一環として月面ローバー用ロボットアームのコンセプト研究契約を受注。","Deep tech company developing space operation robots. Aiming to ""reduce space operation costs by 100x,"" develops cutting-edge technologies including robot satellites for on-orbit services, lunar robot rovers, and inchworm-type robot arms. Successfully demonstrated dual robot arm system outside ISS in March 2024, achieving NASA Technology Readiness Level 7. Launched self-developed satellite SC1 via SpaceX Falcon 9 in December 2024 with ""complete success."" Raised total $60.5 million in Series B Extension in November 2024. Received concept research contract from JAXA for lunar rover robot arm as part of NASA Artemis program.","https://gitai.tech/careers/","100+","-1","TRUE","https://logo.clearbit.com/gitai.tech","https://gitai.tech/"
"Telexistence","Telexistence","2017年創業の遠隔操作・自律制御ロボット企業。東京大学名誉教授の舘暲教授によるテレイグジスタンス研究を基盤にハードウェア・ソフトウェア・AI・遠隔操作技術を一貫して自社開発。遠隔制御ロボット「TX SCARA」は独自AIシステム「GORDON」により24時間自動制御で稼働し1日最大1000本の飲料を補充可能。ファミリーマート主要都市圏を中心に300店舗へ導入しAI認識精度は98%に到達。2025年には米国Physical Intelligence（PI）とパートナーシップを締結し汎用ロボット基盤モデルを活用した高次元自動化技術の開発に着手。","Remote operation and autonomous control robot company founded in 2017. Based on telexistence research by Professor Susumu Tachi, University of Tokyo Professor Emeritus, develops hardware, software, AI, and remote operation technologies entirely in-house. Remote control robot ""TX SCARA"" operates 24-hour automatic control via proprietary AI system ""GORDON,"" capable of restocking up to 1,000 beverages daily. Deployed in 300 FamilyMart stores primarily in major metropolitan areas with 98% AI recognition accuracy. Partnered with US Physical Intelligence (PI) in 2025 to develop high-dimensional automation technology utilizing general-purpose robot foundation models.","https://tx-inc.com/en/career/","100+","-1","TRUE","https://logo.clearbit.com/tx-inc.com","https://tx-inc.com/"
